_id,account_dot_uuid,amount,balance,dateObj,type,label,merchant_dot_uuid
67b864555333388c1dc83215,7361d008-82de-4026-8908-aa5d5102ee56,1899,2240.57,2025-12-30T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831f7,7361d008-82de-4026-8908-aa5d5102ee56,650,1180,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc83201,7361d008-82de-4026-8908-aa5d5102ee56,80,3314.57,2025-12-27T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831ff,7361d008-82de-4026-8908-aa5d5102ee56,47,3694.57,2025-12-27T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831fe,7361d008-82de-4026-8908-aa5d5102ee56,750,3741.57,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831fd,7361d008-82de-4026-8908-aa5d5102ee56,564,2991.57,2025-12-27T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831fc,7361d008-82de-4026-8908-aa5d5102ee56,90,2427.57,2025-12-27T12:00:00.000Z,CREDIT,gambling,e02fe5db-a891-4155-a7dd-3473bef0fac9
67b864555333388c1dc831fb,7361d008-82de-4026-8908-aa5d5102ee56,190,2337.57,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831fa,7361d008-82de-4026-8908-aa5d5102ee56,634.11,2147.57,2025-12-27T12:00:00.000Z,CREDIT,gambling,e02fe5db-a891-4155-a7dd-3473bef0fac9
67b864555333388c1dc831f9,7361d008-82de-4026-8908-aa5d5102ee56,33.46,1513.46,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831f8,7361d008-82de-4026-8908-aa5d5102ee56,300,1480,2025-12-27T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831f6,7361d008-82de-4026-8908-aa5d5102ee56,330,530,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831f5,7361d008-82de-4026-8908-aa5d5102ee56,200,200,2025-12-27T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc83202,7361d008-82de-4026-8908-aa5d5102ee56,300,3014.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83203,7361d008-82de-4026-8908-aa5d5102ee56,330,2684.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83205,7361d008-82de-4026-8908-aa5d5102ee56,1000,1677.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83204,7361d008-82de-4026-8908-aa5d5102ee56,7,2677.57,2025-12-27T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83206,7361d008-82de-4026-8908-aa5d5102ee56,33,1644.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83207,7361d008-82de-4026-8908-aa5d5102ee56,250,1394.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83208,7361d008-82de-4026-8908-aa5d5102ee56,180,1214.57,2025-12-27T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc83209,7361d008-82de-4026-8908-aa5d5102ee56,500,714.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8320a,7361d008-82de-4026-8908-aa5d5102ee56,350,364.57,2025-12-27T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc8320b,7361d008-82de-4026-8908-aa5d5102ee56,300,64.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8320c,7361d008-82de-4026-8908-aa5d5102ee56,50,14.57,2025-12-27T12:00:00.000Z,DEBIT,cash_forex_crypto,0a9f6f33-8e37-402f-baae-cb98d28a7f0d
67b864555333388c1dc83200,7361d008-82de-4026-8908-aa5d5102ee56,300,3394.57,2025-12-27T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831f2,7361d008-82de-4026-8908-aa5d5102ee56,40,170.85,2025-01-24T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831f1,7361d008-82de-4026-8908-aa5d5102ee56,130,130.85,2025-01-24T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831f3,7361d008-82de-4026-8908-aa5d5102ee56,100,70.85,2025-01-24T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831f4,7361d008-82de-4026-8908-aa5d5102ee56,70.85,0,2025-01-24T12:00:00.000Z,DEBIT,other_discretionary,ca78bacf-f273-4dac-bb0c-5f416368d167
67b864555333388c1dc831f0,7361d008-82de-4026-8908-aa5d5102ee56,33,0.85,2025-01-23T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ef,7361d008-82de-4026-8908-aa5d5102ee56,250,33.85,2025-01-23T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ee,7361d008-82de-4026-8908-aa5d5102ee56,33,283.85,2025-01-23T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831ed,7361d008-82de-4026-8908-aa5d5102ee56,250,250.85,2025-01-23T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831ec,7361d008-82de-4026-8908-aa5d5102ee56,20,0.85,2025-01-21T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831eb,7361d008-82de-4026-8908-aa5d5102ee56,180,20.85,2025-01-21T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ea,7361d008-82de-4026-8908-aa5d5102ee56,200,200.85,2025-01-21T12:00:00.000Z,CREDIT,personal_loan,
67b864555333388c1dc831e1,7361d008-82de-4026-8908-aa5d5102ee56,400,2300.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831db,7361d008-82de-4026-8908-aa5d5102ee56,300,344.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831e0,7361d008-82de-4026-8908-aa5d5102ee56,541,1900.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831df,7361d008-82de-4026-8908-aa5d5102ee56,40,1359.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831dd,7361d008-82de-4026-8908-aa5d5102ee56,600,1044.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831de,7361d008-82de-4026-8908-aa5d5102ee56,275,1319.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831dc,7361d008-82de-4026-8908-aa5d5102ee56,100,444.85,2025-01-20T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831e4,7361d008-82de-4026-8908-aa5d5102ee56,300,1000.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e3,7361d008-82de-4026-8908-aa5d5102ee56,600,1300.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e5,7361d008-82de-4026-8908-aa5d5102ee56,250,750.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e6,7361d008-82de-4026-8908-aa5d5102ee56,100,650.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e7,7361d008-82de-4026-8908-aa5d5102ee56,585,65.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e8,7361d008-82de-4026-8908-aa5d5102ee56,25,40.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831e9,7361d008-82de-4026-8908-aa5d5102ee56,40,0.85,2025-01-20T12:00:00.000Z,DEBIT,cash_forex_crypto,0a9f6f33-8e37-402f-baae-cb98d28a7f0d
67b864555333388c1dc831e2,7361d008-82de-4026-8908-aa5d5102ee56,400,1900.85,2025-01-20T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d4,7361d008-82de-4026-8908-aa5d5102ee56,300,2382.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831cf,7361d008-82de-4026-8908-aa5d5102ee56,984,1684,2025-01-17T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d0,7361d008-82de-4026-8908-aa5d5102ee56,1443.85,3127.85,2025-01-17T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d1,7361d008-82de-4026-8908-aa5d5102ee56,945,4072.85,2025-01-17T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d2,7361d008-82de-4026-8908-aa5d5102ee56,500,4572.85,2025-01-17T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831d3,7361d008-82de-4026-8908-aa5d5102ee56,1890,2682.85,2025-01-17T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831d5,7361d008-82de-4026-8908-aa5d5102ee56,500,1882.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d6,7361d008-82de-4026-8908-aa5d5102ee56,500,1382.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d7,7361d008-82de-4026-8908-aa5d5102ee56,600,782.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d8,7361d008-82de-4026-8908-aa5d5102ee56,200,582.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831d9,7361d008-82de-4026-8908-aa5d5102ee56,488,94.85,2025-01-17T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831da,7361d008-82de-4026-8908-aa5d5102ee56,50,44.85,2025-01-17T12:00:00.000Z,DEBIT,cash_forex_crypto,0a9f6f33-8e37-402f-baae-cb98d28a7f0d
67b864555333388c1dc831c7,7361d008-82de-4026-8908-aa5d5102ee56,700,4405.09,2025-01-16T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831bf,7361d008-82de-4026-8908-aa5d5102ee56,607.19,607.19,2025-01-16T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831c0,7361d008-82de-4026-8908-aa5d5102ee56,600,1207.19,2025-01-16T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831c1,7361d008-82de-4026-8908-aa5d5102ee56,550,1757.19,2025-01-16T12:00:00.000Z,CREDIT,gambling,e02fe5db-a891-4155-a7dd-3473bef0fac9
67b864555333388c1dc831c2,7361d008-82de-4026-8908-aa5d5102ee56,1254.21,3011.4,2025-01-16T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831c3,7361d008-82de-4026-8908-aa5d5102ee56,2193.57,5204.97,2025-01-16T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831c4,7361d008-82de-4026-8908-aa5d5102ee56,400.12,5605.09,2025-01-16T12:00:00.000Z,CREDIT,gambling,e02fe5db-a891-4155-a7dd-3473bef0fac9
67b864555333388c1dc831c5,7361d008-82de-4026-8908-aa5d5102ee56,200,5405.09,2025-01-16T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc831c6,7361d008-82de-4026-8908-aa5d5102ee56,300,5105.09,2025-01-16T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831c8,7361d008-82de-4026-8908-aa5d5102ee56,555.09,3850,2025-01-16T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831c9,7361d008-82de-4026-8908-aa5d5102ee56,200,3650,2025-01-16T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc831ca,7361d008-82de-4026-8908-aa5d5102ee56,600,3050,2025-01-16T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831cb,7361d008-82de-4026-8908-aa5d5102ee56,600,2450,2025-01-16T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831cc,7361d008-82de-4026-8908-aa5d5102ee56,1230,1220,2025-01-16T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831cd,7361d008-82de-4026-8908-aa5d5102ee56,500,720,2025-01-16T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ce,7361d008-82de-4026-8908-aa5d5102ee56,20,700,2025-01-16T12:00:00.000Z,DEBIT,cash_forex_crypto,0a9f6f33-8e37-402f-baae-cb98d28a7f0d
67b864555333388c1dc831be,7361d008-82de-4026-8908-aa5d5102ee56,100,0,2025-01-15T12:00:00.000Z,DEBIT,cash_forex_crypto,0a9f6f33-8e37-402f-baae-cb98d28a7f0d
67b864555333388c1dc831bd,7361d008-82de-4026-8908-aa5d5102ee56,400,100,2025-01-15T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc831bc,7361d008-82de-4026-8908-aa5d5102ee56,1000,500,2025-01-15T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831bb,7361d008-82de-4026-8908-aa5d5102ee56,500,1500,2025-01-15T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc831ba,7361d008-82de-4026-8908-aa5d5102ee56,2000,2000,2025-01-15T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831b7,7361d008-82de-4026-8908-aa5d5102ee56,23,368.51,2025-01-14T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831b5,7361d008-82de-4026-8908-aa5d5102ee56,300,393.06,2025-01-14T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831b6,7361d008-82de-4026-8908-aa5d5102ee56,1.55,391.51,2025-01-14T12:00:00.000Z,DEBIT,other_discretionary,
67b864555333388c1dc831b8,7361d008-82de-4026-8908-aa5d5102ee56,298.51,70,2025-01-14T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831b9,7361d008-82de-4026-8908-aa5d5102ee56,70,0,2025-01-14T12:00:00.000Z,DEBIT,ewallet,mrc_2M2wYpq5PanBmbiXXsABNs
67b864555333388c1dc831ae,7361d008-82de-4026-8908-aa5d5102ee56,300,2153.06,2025-01-13T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc8319c,7361d008-82de-4026-8908-aa5d5102ee56,1000,1000,2025-01-13T12:00:00.000Z,CREDIT,cash_forex_crypto,
67b864555333388c1dc8319d,7361d008-82de-4026-8908-aa5d5102ee56,360,1360,2025-01-13T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc8319e,7361d008-82de-4026-8908-aa5d5102ee56,300,1660,2025-01-13T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8319f,7361d008-82de-4026-8908-aa5d5102ee56,140,1800,2025-01-13T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc831a0,7361d008-82de-4026-8908-aa5d5102ee56,3392.32,5192.32,2025-01-13T12:00:00.000Z,CREDIT,income,
67b864555333388c1dc831a1,7361d008-82de-4026-8908-aa5d5102ee56,30,5222.32,2025-01-13T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc831a3,7361d008-82de-4026-8908-aa5d5102ee56,20,5231.68,2025-01-13T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831a2,7361d008-82de-4026-8908-aa5d5102ee56,29.36,5251.68,2025-01-13T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831a4,7361d008-82de-4026-8908-aa5d5102ee56,10,5221.68,2025-01-13T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831a5,7361d008-82de-4026-8908-aa5d5102ee56,100,5121.68,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831a6,7361d008-82de-4026-8908-aa5d5102ee56,30,5091.68,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831a7,7361d008-82de-4026-8908-aa5d5102ee56,300,4791.68,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831a9,7361d008-82de-4026-8908-aa5d5102ee56,392.26,3899.42,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831b4,7361d008-82de-4026-8908-aa5d5102ee56,700,93.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831b3,7361d008-82de-4026-8908-aa5d5102ee56,500,793.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831b2,7361d008-82de-4026-8908-aa5d5102ee56,300,1293.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831b1,7361d008-82de-4026-8908-aa5d5102ee56,200,1593.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831b0,7361d008-82de-4026-8908-aa5d5102ee56,60,1793.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831af,7361d008-82de-4026-8908-aa5d5102ee56,300,1853.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ad,7361d008-82de-4026-8908-aa5d5102ee56,10,2453.06,2025-01-13T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831ac,7361d008-82de-4026-8908-aa5d5102ee56,407,2463.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831ab,7361d008-82de-4026-8908-aa5d5102ee56,1000,2870.06,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc831aa,7361d008-82de-4026-8908-aa5d5102ee56,29.36,3870.06,2025-01-13T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc831a8,7361d008-82de-4026-8908-aa5d5102ee56,500,4291.68,2025-01-13T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8319b,7361d008-82de-4026-8908-aa5d5102ee56,490,0,2025-01-09T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8319a,7361d008-82de-4026-8908-aa5d5102ee56,13,490,2025-01-09T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83199,7361d008-82de-4026-8908-aa5d5102ee56,503,503,2025-01-09T12:00:00.000Z,CREDIT,other_transfer,mrc_WACRto3tvCyrQJARA68Wzb
67b864555333388c1dc83198,7361d008-82de-4026-8908-aa5d5102ee56,200,0,2025-01-07T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83195,7361d008-82de-4026-8908-aa5d5102ee56,43.96,263.96,2025-01-07T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83196,7361d008-82de-4026-8908-aa5d5102ee56,32,231.96,2025-01-07T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83197,7361d008-82de-4026-8908-aa5d5102ee56,31.96,200,2025-01-07T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83184,7361d008-82de-4026-8908-aa5d5102ee56,300,7642.97,2025-01-06T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc83183,7361d008-82de-4026-8908-aa5d5102ee56,54.71,7942.97,2025-01-06T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83182,7361d008-82de-4026-8908-aa5d5102ee56,500,7997.68,2025-01-06T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83181,7361d008-82de-4026-8908-aa5d5102ee56,800,8497.68,2025-01-06T12:00:00.000Z,DEBIT,other_transfer,
67b864555333388c1dc83180,7361d008-82de-4026-8908-aa5d5102ee56,1000,9297.68,2025-01-06T12:00:00.000Z,DEBIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8317f,7361d008-82de-4026-8908-aa5d5102ee56,670,10297.68,2025-01-06T12:00:00.000Z,CREDIT,other_transfer,
67b864555333388c1dc8317e,7361d008-82de-4026-8908-aa5d5102ee56,89.9,9627.68,2025-01-06T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
67b864555333388c1dc8317d,7361d008-82de-4026-8908-aa5d5102ee56,1855,9537.78,2025-01-06T12:00:00.000Z,CREDIT,gambling,mrc_PBEa5KrDCGRCYbENEe26Qw
